groupId,deviceIndex,deviceSN,deviceTimestampUs,fileName
121,1,CV3T561000H0,1787132603370929,Device1_frame_000040_1787132603370929.png
122,0,CV3T561000B5,1787132603370857,Device0_frame_000040_1787132603370857.png
123,2,CPBG1630011D,1787132603406879,Device2_frame_000041_1787132603406879.png
124,1,CV3T561000H0,1787132603404262,Device1_frame_000041_1787132603404262.png
125,0,CV3T561000B5,1787132603404189,Device0_frame_000041_1787132603404189.png
126,1,CV3T561000H0,1787132603438089,Device1_frame_000042_1787132603438089.png
127,2,CPBG1630011D,1787132603440707,Device2_frame_000042_1787132603440707.png
128,0,CV3T561000B5,1787132603438016,Device0_frame_000042_1787132603438016.png
129,2,CPBG1630011D,1787132603473551,Device2_frame_000043_1787132603473551.png
130,0,CV3T561000B5,1787132603470861,Device0_frame_000043_1787132603470861.png
131,1,CV3T561000H0,1787132603470933,Device1_frame_000043_1787132603470933.png
132,0,CV3T561000B5,1787132603504193,Device0_frame_000044_1787132603504193.png
133,2,CPBG1630011D,1787132603506884,Device2_frame_000044_1787132603506884.png
134,1,CV3T561000H0,1787132603504266,Device1_frame_000044_1787132603504266.png
135,2,CPBG1630011D,1787132603540220,Device2_frame_000045_1787132603540220.png
136,0,CV3T561000B5,1787132603537529,Device0_frame_000045_1787132603537529.png
137,1,CV3T561000H0,1787132603537601,Device1_frame_000045_1787132603537601.png
138,1,CV3T561000H0,1787132603570945,Device1_frame_000046_1787132603570945.png
139,2,CPBG1630011D,1787132603573563,Device2_frame_000046_1787132603573563.png
140,0,CV3T561000B5,1787132603570872,Device0_frame_000046_1787132603570872.png
141,0,CV3T561000B5,1787132603604205,Device0_frame_000047_1787132603604205.png
142,2,CPBG1630011D,1787132603606897,Device2_frame_000047_1787132603606897.png
143,1,CV3T561000H0,1787132603604278,Device1_frame_000047_1787132603604278.png
144,1,CV3T561000H0,1787132603604278,Device1_frame_000048_1787132603604278.png
145,2,CPBG1630011D,1787132603640233,Device2_frame_000048_1787132603640233.png
146,0,CV3T561000B5,1787132603637541,Device0_frame_000048_1787132603637541.png
147,2,CPBG1630011D,1787132603673554,Device2_frame_000049_1787132603673554.png
148,0,CV3T561000B5,1787132603670862,Device0_frame_000049_1787132603670862.png
149,1,CV3T561000H0,1787132603670935,Device1_frame_000049_1787132603670935.png
150,2,CPBG1630011D,1787132603706886,Device2_frame_000050_1787132603706886.png
151,0,CV3T561000B5,1787132603704193,Device0_frame_000050_1787132603704193.png
